cancion,artista,fecha_lanzamiento,rank_global,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,tiktok_posts,tiktok_views,shazam_counts,anio_lanzamiento
Ojitos Lindos,Bad Bunny,2022-05-06,188,110.7,"1,421,763,497","152,592","62,313,059",78.0,"945,857,087","179,400","225,142,753","3,087,489",2022
Life Is Good (feat. Drake),Future,2020-01-10,189,110.2,"1,237,874,594","276,882","51,153,940",67.0,"2,430,804,498","584,648","964,755,757","5,329,382",2020
Escapism.,RAYE,2022-10-12,190,110.1,"804,925,777","128,247","62,532,855",75.0,"175,393,116","935,169","3,209,982,240","6,548,714",2022
Stargazing,Myles Smith,2024-05-10,191,109.8,"106,599,323","9,406","164,949,597",87.0,"10,331,471",,"4,700,000",,2024
Jimmy Cooks (feat. 21 Savage),Drake,2022-06-17,192,109.7,"971,473,231","239,671","77,479,207",78.0,"198,796,965","803,500","926,300,276","3,142,892",2022
What You Know Bout Love,Pop Smoke,2020-07-03,193,109.5,"1,125,681,368","251,023","32,574,699",72.0,"306,628,096","5,487,112","2,775,640,343","3,908,069",2020
Memories,Maroon 5,2019-09-20,194,109.3,"2,011,072,164","222,804","49,920,599",77.0,"1,290,292,327","2,377,898","1,458,416,059","14,241,952",2019
Classy 101,Feid,2023-03-31,195,109.1,"872,148,396","90,726","70,485,920",78.0,"477,047,694","459,540","1,113,541,743","1,625,704",2023
Whatever,Kygo,2024-01-19,196,109.0,"222,354,971","17,551","159,961,203",83.0,"45,439,562",,,"1,421,900",2024
Whatever She Wants,Bryson Tiller,2024-02-13,197,108.4,"207,093,873","23,181","114,051,028",87.0,"19,787,472","67,400","298,300,000",,2024
Vois sur ton chemin - Techno Mix,BENNETT,2023-08-04,198,107.8,"361,517,395","119,783","95,312,340",80.0,"37,192,341","13,334","35,999,853","4,372,188",2023
"yes, and?",Ariana Grande,2024-01-12,199,107.5,"416,813,996","22,468","101,875,097",,"115,105,080","77,900","10,072,539","1,028,262",2024
Without Me,Halsey,2018-10-04,200,107.4,"2,042,792,456","198,888","69,311,277",75.0,"2,018,089,906","3,897,257","2,216,715,741","14,816,076",2018
meet the grahams,Kendrick Lamar,2024-05-03,201,107.3,"65,520,394","8,933","15,896,982",,"36,834,647",,"7,700,000","185,009",2024
First Person Shooter (feat. J. Cole),Drake,2023-10-06,202,107.1,"328,526,298","72,252","68,612,350",,"61,769,035",859,"2,571,188","1,198,582",2023
Shallow,Lady Gaga,2018-09-27,204,106.9,"2,447,973,078","221,822","90,174,192",78.0,"2,732,311,956","52,698","168,789,459","153,863",2018
Thunder,Imagine Dragons,2017-04-27,203,106.9,"2,384,768,901","244,951","88,329,475",79.0,"2,707,166,590","1,839,173","906,537,912","13,844,050",2017
Rush,Ayra Starr,2022-09-16,205,106.4,"371,886,608","98,009","19,411,516",67.0,"361,174,452","3,035,139","1,454,848,289","8,870,769",2022
abcdefu,GAYLE,2021-08-13,206,106.2,"1,128,273,165","193,857","61,311,826",70.0,"499,895,662","2,167,302","12,414,681,151","7,565,502",2021
Buga,Kizz Daniel,2022-05-03,208,105.8,"86,516,910","30,835","3,440,925",57.0,"266,679,537","10,289,181","1,872,751,535","3,876,226",2022
Bad Habit,Steve Lacy,2022-06-29,207,105.8,"1,087,938,471","220,515","63,054,597",73.0,"147,472,695","902,163","2,783,442,788","4,118,983",2022
MONEY,LISA,2021-09-10,210,105.5,"1,189,335,848","103,236","33,637,835",73.0,"1,323,718,887","3,707,867","12,516,703,531","3,720,737",2021
Columbia,Quevedo,2023-07-07,209,105.5,"721,002,940","84,161","56,226,278",79.0,"266,411,536","372,100","752,868,970","1,148,958",2023
LADY GAGA,Peso Pluma,2023-06-22,212,105.2,"684,204,777","48,370","25,130,304",78.0,"362,779,953","777,100","1,207,597,707","1,567,605",2023
Woman,Doja Cat,2021-06-25,211,105.2,"1,606,950,381","217,443","95,985,096",78.0,"641,326,002","2,148,350","5,944,657,895","5,907,933",2021
CUFF IT,Beyoncï¿,2022-07-29,213,104.9,"795,960,535","100,204","68,659,216",73.0,"176,996,169","2,762,888","11,215,597,325","3,861,203",2022
KING KONG,TREASURE,2024-05-28,214,104.5,"8,078,265",207,"12,311,489",68.0,"44,927,750",,,"12,404",2024
How You Like That,BLACKPINK,2020-06-25,215,104.5,"1,033,109,188","82,170","21,177,170",68.0,"1,584,676,582","10,007,464","7,988,463,856","3,461,123",2020
Milf Song,The Puddleducks,2022-08-19,216,104.5,"1,165,982","1,176","23,110",28.0,"1,704,936,540","1,865","7,758,599","1,261",2022
Nasty,Tinashe,2024-04-12,217,104.4,"31,612,906","3,887","106,475,497",76.0,"6,277,949","535,464","1,051,026,401","336,779",2024
Superhero (Heroes & Villains),Metro Boomin,2022-12-02,218,104.4,"706,356,280","166,277","62,975,073",77.0,"172,653,099","32,432","108,461,504","2,363,066",2022
Panda,Desiigner,2016-02-26,219,104.2,"1,181,348,550","170,002","34,000,497",62.0,"2,277,330,940","3,823,774","283,835,852","10,372,624",2016
Push Ups,Drake,2024-04-19,220,103.9,"107,762,230","14,601","74,447,627",,"14,792,036",,,"432,776",2024
Tattoo,Loreen,2023-02-25,221,103.9,"518,846,340","83,033","48,268,736",77.0,"348,331,280","236,349","718,955,243","7,777,679",2023
Kiss Me More (feat. SZA),Doja Cat,2021-04-09,222,103.4,"1,823,871,908","262,313","116,916,147",76.0,"307,855,103","2,074,944","8,035,914,098","9,556,378",2021
What It Is (Block Boy) (with Kodak Black),Doechii,2023-03-17,223,103.3,"102,772,879","29,487","4,775,168",61.0,"65,934,972","3,308,739","847,338,969","4,072,292",2023
Gata Only,FloyyMenor,2023-12-21,224,103.1,"4,674,619","1,841","61,398",,"108,313,521","2,200,000","391,444,977",,2023
Illusion,Dua Lipa,2024-04-11,225,103.1,"108,501,771","7,430","117,576,704",12.0,"3,947,610","3,584","38,200","437,667",2024
drivers license,Olivia Rodrigo,2021-01-08,226,102.9,"2,184,754,018","250,778","70,173,770",79.0,"984,811,734","1,365,848","3,781,894,216","11,006,064",2021
Used To Be Young,Miley Cyrus,2023-08-18,227,102.4,"205,468,104","30,639","39,407,660",69.0,"61,624,959","67,350","503,074,793","1,999,859",2023
Cupid - Twin Ver.,FIFTY FIFTY,2023-02-24,229,102.3,"861,388,470","103,040","37,365,896",48.0,"15,219,067","2,107,181","4,388,576,830","5,114,752",2023
How Sweet,NewJeans,2024-05-24,228,102.3,"33,595,707","1,940","36,883,184",79.0,"40,327,759",,,"44,878",2024
Players,Coi Leray,2022-11-30,230,101.8,"465,588,517","91,658","60,607,887",67.0,"109,781,672","1,456,347","4,784,803,362","5,620,077",2022
rockstar (feat. 21 Savage),Post Malone,2017-09-15,231,101.8,"2,960,046,642","352,745","82,442,565",77.0,"2,391,850,868","196,242","456,931,528","19,166,675",2017
Lil Somethin Somethin,Vayah,2023-03-11,232,101.5,"11,648",6,"2,392",,"1,175,875,850",,,16,2023
Con Calma,Daddy Yankee,2019-01-24,236,101.4,"1,353,028,938","160,122","52,701,166",73.0,"3,207,187,334","1,190,870","319,615,777","13,340,067",2019
Here With Me,d4vd,2022-07-20,234,101.4,"1,042,311,849","154,178","58,833,842",80.0,"256,736,243","2,321,933","3,656,967,030","3,315,939",2022
Favorite Song,Toosii,2023-02-17,235,101.4,"186,579,651","45,668","6,252,506",62.0,"231,699,320","249,537","117,325,107","2,561,322",2023
Si No Quieres No,Luis R Conriquez,2024-03-09,233,101.4,"158,131,138","5,423","71,590,238",85.0,"135,893,150","142,300","147,200","833,928",2024
Mele Kalikimaka,Bing Crosby,2024-06-05,237,101.3,"186,123,398",52,"50,069",,,,,,2024
MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,238,100.8,"1,902,241,314","316,054","50,751,390",70.0,"274,582,854","2,297,386","7,655,286,423","10,553,717",2021
Voz Emplumada del Monte,Biomigrant,2023-03-03,239,100.3,"42,761",80,"1,636",16.0,"1,138,846,819",,,449,2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,2023-10-26,240,100.2,"406,821,432","20,404","26,073,555",,"23,505,530","80,218","113,073,762","1,551,811",2023
Si No Estï¿½,iï¿½ï¿½igo quin,2022-09-22,241,100.1,"665,716,137","97,057","33,252,792",80.0,"358,206,246","2,900,087","2,653,383,273","5,502,998",2022
Glimpse of Us,Joji,2022-06-10,242,99.8,"1,262,308,912","234,936","83,890,841",74.0,"66,246,839","865,354","8,988,453,878","4,350,230",2022
Watermelon Sugar,Harry Styles,2019-11-17,243,99.7,"2,708,151,499","298,135","159,003,869",82.0,"872,052,223","1,375,118","2,738,127,473","9,612,968",2019
Corazï¿½ï¿½n de Pi,Xavi,2024-03-23,244,98.8,"172,164,034","5,517","48,983,734",82.0,"117,450,205",,,"418,366",2024
Praise Jah In The Moonlight,YG Marley,2023-12-27,245,98.5,"298,853,393","50,137","43,508,958",70.0,"112,961,806",,"928,812,348",,2023
WHERE SHE GOES,Bad Bunny,2023-05-18,246,98.4,"717,849,037","98,440","37,797,217",72.0,"217,687,654","308,670","808,518,802","2,076,698",2023
Yandel 150,Yandel,2022-12-20,247,98.1,"837,576,264","102,545","38,825,844",70.0,"472,335,529","632,917","631,781,362","2,660,197",2022
THATS WHAT I WANT,Lil Nas X,2021-09-17,248,98.0,"1,062,095,453","165,197","75,503,476",72.0,"194,928,107","1,174,669","3,501,946,982","5,957,065",2021
Todo De Ti,Rauw Alejandro,2021-05-20,249,98.0,"1,339,352,060","188,874","76,063,128",75.0,"873,449,363","3,247,015","4,445,597,088","5,640,680",2021
Chemical,Post Malone,2023-04-14,250,97.6,"503,574,147","79,679","43,648,353",75.0,"90,349,145","20,078","134,469,226","2,334,089",2023
See You Again (feat. Charlie Puth),Wiz Khalifa,2015-01-01,251,97.6,"1,891,920,348","159,571","73,641,738",78.0,"6,335,989,683","2,196,129","3,455,170,110","22,021,769",2015
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2018-09-12,252,97.5,"1,486,929,795","266,128","52,476,635",76.0,"637,733,433","618,523","523,849,646","4,911,610",2018
Shooting Star,Kep1er,2024-06-03,253,97.3,"1,534,062",193,"3,187,862",,"28,023,956",,,"8,916",2024
Uptown Funk,Mark Ronson,2011-11-20,254,97.1,"1,993,030,264","256,764","149,909,699",77.0,"5,644,117,304","274,381","1,268,235,679","23,508,115",2011
love nwantiti (ah ah ah),CKay,2019-08-30,256,96.9,"853,451,422","172,458","43,607,688",71.0,"1,132,006,963","12,330,900","23,933,379,729","3,489,217",2019
Mi Gente,J Balvin,2017-06-30,257,96.4,"1,478,442,472","189,504","45,240,294",69.0,"3,859,031,931","163,477","1,018,060,369","19,858,741",2017
Late Night Talking,Harry Styles,2022-05-20,258,96.4,"959,639,297","108,806","62,563,751",76.0,"151,113,156","101,923","580,526,441","4,053,289",2022
Miss You,Oliver Tree,2022-08-05,261,96.2,"631,378,937","165,883","38,563,849",51.0,"32,628,348","1,905,732","5,776,425,361","7,602,822",2022
girls like me don't cry,thï¿½ï,2022-10-06,260,96.2,"69,931,412","13,220","8,876,286",61.0,"63,786,141","9,009,769","6,778,569,349","195,627",2022
Yummy Fruits and Vegetables,D Billions,2020-10-20,259,96.2,"2,300,838",543,"19,016",35.0,"3,060,919,074","1,690","4,527,607","16,965",2020
Dakiti,Bad Bunny,2020-01-01,262,96.1,"1,977,947,460","245,685","56,430,031",72.0,"1,861,597,184","21,703","21,573,356","6,091,496",2020
Starboy,The Weeknd,2016-09-22,265,95.7,"3,291,262,413","366,133","98,022,646",84.0,"2,829,990,867","262,780","375,498,232","15,648,166",2016
Sorry,Justin Bieber,2015-10-23,264,95.7,"2,089,476,497","179,545","89,286,647",78.0,"4,467,507,940","2,463,600","376,376,728","9,657,077",2015
Calling My Phone,Lil Tjay,2021-02-12,263,95.7,"777,064,903","213,153","29,437,172",71.0,"482,028,631","1,378,861","1,411,545,704","4,012,749",2021
Pink Venom,BLACKPINK,2022-08-19,266,95.6,"736,469,450","48,251","22,817,940",68.0,"868,589,823","1,833,169","5,828,265,172","1,547,563",2022
I Can Do It With a Broken Heart,Taylor Swift,2024-04-18,267,95.0,"250,430,303","7,079","134,357,870",84.0,"16,747,466","148,000","411,722,900","188,022",2024
death bed (coffee for your head),Powfu,2019-02-09,268,94.8,"1,656,385,770","283,938","62,191,957",74.0,"1,135,382,823","7,578,918","5,007,036,875","10,905,647",2019
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,2022-12-02,269,94.5,"682,837,690","155,771","28,629,209",80.0,"191,823,612","41,044","185,584,934","3,246,804",2022
MELTDOWN (feat. Drake),Travis Scott,2023-07-27,270,94.3,"347,647,880","106,908","29,964,622",74.0,"30,685,665","19,100","53,065,653","861,189",2023
Moscow Mule,Bad Bunny,2022-05-06,272,94.1,"1,108,031,580","121,256","44,739,826",77.0,"765,780,154","222,100","940,630,746","1,644,044",2022
Something Just Like This,The Chainsmokers,2017-02-22,273,94.0,"2,596,644,721","278,237","128,709,855",82.0,"2,822,804,239","350,848","631,258,708","16,040,973",2017
7 rings,Ariana Grande,2019-01-18,274,93.9,"2,262,490,403","179,865","89,518,199",77.0,"1,903,198,886","3,040,090","2,620,954,252","7,983,512",2019
Moonlight,Kali Uchis,2023-02-24,275,93.1,"701,558,859","110,539","46,729,655",74.0,"209,195,939","594,413","1,114,531,877","3,204,314",2023
Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,276,93.1,"1,118,038,333","142,905","27,025,973",67.0,"481,447,573","10,104,238","4,530,095,073","11,067,994",2020
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,277,93.0,"58,157,068",30,"171,325",,,,,,2024
God's Plan,Drake,2018-01-20,278,92.9,"2,529,948,475","313,741","79,266,167",77.0,"2,040,639,375","640,874","634,177,218","9,512,236",2018
Sunroof,Nicky Youre,2021-11-26,279,92.3,"879,708,559","44,652","23,104,189",12.0,"74,610,328","11,172,130","22,086,963,233",,2021
La Vï¿½ï¿½c,Xavi,2023-08-19,280,92.0,"521,116,293","24,734","22,828,160",81.0,"427,625,497","33,444","107,781,205","988,007",2023
MY EYES,Travis Scott,2023-07-28,281,91.9,"403,132,906","103,255","13,549,357",78.0,"42,319,491","8,436","139,973,656","1,911,147",2023
WORK,ATEEZ,2024-05-31,282,91.7,"10,135,326",678,"14,542,753",31.0,"29,271,837",,,"25,958",2024
Despacito - Remix,Luis Fonsi,2017-04-17,284,91.5,"1,713,294,983","134,700","39,604,784",65.0,"2,920,155,266","1,323,640","607,999,568","7,805,645",2017
Ghost,Justin Bieber,2021-03-19,283,91.5,"1,586,830,204","151,923","73,574,395",80.0,"476,319,277","797,409","1,180,485,094","4,413,143",2021
Dior,Pop Smoke,2019-07-26,285,91.4,"1,070,422,470","294,539","47,391,658",72.0,"909,072,115","1,447,194","1,077,344,517","4,711,998",2019
New Baby Shark,Pinkfong,2022-09-30,286,91.2,"720,822,868",13,164,17.0,,,,,2022
Breakeven,The Script,2024-04-25,287,91.1,"858,979,483",1,14,,,,,,2024
Una Noche en Medellï¿½,Cris Mj,2022-01-21,288,90.7,"839,405,565","107,431","27,444,811",75.0,"662,287,768","3,874,773","4,817,726,878","2,351,019",2022
SAD!,XXXTENTACION,2018-03-02,289,90.5,"2,218,531,106","263,801","60,437,070",75.0,"1,800,863,873","1,295,895","435,340,082","3,798,652",2018
Primera Cita,Carin Leon,2023-04-20,290,90.5,"598,006,591","35,842","34,735,524",80.0,"415,255,950","916,093","1,108,602,382","2,336,296",2023
Efecto,Bad Bunny,2022-05-06,292,90.1,"1,293,773,697","115,332","51,081,689",77.0,"501,908,214","2,482,560","6,046,489,956","1,927,360",2022
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,2023-11-09,293,89.6,"95,536,146","8,900","9,760,374",,"143,810,663","1,800,000","711,024,077","229,561",2023
Slow It Down,Benson Boone,2024-03-22,294,89.4,"202,667,139","11,945","116,623,933",85.0,"25,188,125",,"3,500,000","518,777",2024
Yonaguni,Bad Bunny,2021-06-04,295,88.6,"1,398,634,184","177,082","44,848,091",71.0,"1,084,871,745","884,793","2,877,719,483","2,211,960",2021
Heathens,Twenty One Pilots,2016-06-16,296,88.6,"1,777,196,966","241,108","65,091,468",78.0,"2,624,180,055","4,715,288","1,024,805,500","14,696,531",2016
Whoopty,CJ,2020-08-20,297,88.6,"775,664,145","213,464","28,998,615",61.0,"810,607,861","2,403,279","4,864,435,271","6,422,051",2020
Super Shy,NewJeans,2023-07-07,298,88.4,"547,471,596","48,103","22,977,059",77.0,"202,977,396","1,201,620","1,998,080,214","528,849",2023
Happier,Marshmello,2018-08-16,299,87.9,"2,143,821,605","220,298","53,040,597",16.0,"1,512,765,689","1,228,334","809,336,882","10,193,237",2018
HARLEY QUINN,Fuerza Regida,2023-10-18,301,87.7,"462,284,590","31,617","36,745,154",84.0,"110,545,167","911,100","1,947,539,058","1,075,943",2023
Baby Don't Hurt Me,David Guetta,2023-04-07,300,87.7,"509,231,024","69,486","142,546,135",79.0,"40,223,001",,312,"3,375,037",2023
Butter,BTS,2021-05-21,302,87.5,"1,257,974,135","90,160","40,533,320",70.0,"1,175,755,478","2,098,050","8,120,632,702","4,173,408",2021
Cinderella,Future,2024-03-22,304,87.2,"124,945,674","21,581","41,881,780",,"11,346,227",,,"369,853",2024
Calma - Remix,Pedro Capï¿,2018-10-05,303,87.2,"1,153,753,974","118,846","37,335,160",67.0,"2,890,512,374","1,847,640","124,640,416","14,113,990",2018
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-05-06,305,87.1,"1,733,302,434","191,065","88,781,556",72.0,"2,322,229,374","2,563,738","153,590,873","15,828,266",2016
Say So,Doja Cat,2019-11-07,306,87.0,"1,199,270,601","161,574","48,493,190",69.0,"879,051,516","8,992,493","5,494,376,938","10,741,166",2019
Ransom,Lil Tecca,2019-05-22,307,86.8,"1,355,971,796","198,992","52,412,236",77.0,"749,040,183","501,905","532,109,309","2,972,685",2019
Romantic Homicide,d4vd,2022-07-20,308,86.8,"1,136,504,636","152,157","60,605,828",81.0,"154,143,867","515,601","1,306,972,284","1,892,741",2022
Pink Skies,Zach Bryan,2024-05-24,309,86.7,"60,240,739","4,611","98,570,633",84.0,"3,322,959",,"843,600","156,886",2024
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,310,86.6,"1,528,107,667","170,648","55,710,071",73.0,"3,187,869,227","2,416,274","595,697,842","23,696,980",2016
Danza Kuduro - Cover,MUSIC LAB JPN,2023-11-15,355,86.6,"1,627,429,837",12,163,,,,,,2023
Rich Men North of Richmond,Oliver Anthony Music,2023-08-11,312,86.5,"214,598,468","66,613","6,363,839",74.0,"145,094,088","8,397","35,469,076","736,604",2023
BESO,ROSALï¿½,2023-03-24,313,86.3,"647,201,484","81,393","46,208,549",74.0,"186,060,248","946,380","1,792,090,770","1,589,528",2023
MTG QUEM Nï¿½ï¿½O QUER SO,DJ TOPO,2024-05-10,315,86.1,"51,198,446","3,022","40,425,173",80.0,"14,990,394","245,300",,"128,880",2024
Que Vuelvas,Carin Leon,2022-12-09,314,86.1,"684,853,927","42,893","25,716,699",73.0,"547,937,715","1,100,030","1,162,186,778","1,654,594",2022
Just Wanna Rock,Lil Uzi Vert,2022-10-17,318,85.8,"665,519,026","152,193","67,322,941",68.0,"187,947,945","1,016,531","5,516,142,056","3,245,670",2022
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-07-03,317,85.8,"785,016,247","210,669","32,702,397",70.0,"654,629,596","1,826,673","976,662,212","3,516,050",2020
Fuck Love (feat. Trippie Redd),XXXTENTACION,2017-08-25,319,85.6,"1,615,274,494","203,617","35,375,009",79.0,"515,463,883","59,900","100,843,174","2,026,025",2017
Rich Flex,Drake,2022-11-04,320,85.5,"812,274,757","185,579","57,165,405",73.0,"86,053,276","317,033","1,834,709,832","2,300,268",2022
Standing Next to You,Jung Kook,2023-11-03,321,85.5,"675,865,902","23,181","58,344,509",85.0,"130,563,278","308,567","628,043,802","1,220,942",2023
Congratulations,Post Malone,2016-11-04,322,85.3,"1,984,802,459","246,374","81,736,432",75.0,"1,790,918,527","955,053","811,673,866","5,233,589",2016
Do It To It,ACRAZE,2021-08-20,324,85.2,"805,019,111","238,887","94,531,613",73.0,"117,678,524","2,600,179","10,369,065,597","9,653,748",2021
Tusa,KAROL G,2019-11-07,323,85.2,"1,497,511,486","157,185","59,187,880",68.0,"1,816,772,749","1,636,079","414,336,041","7,663,807",2019
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-07-03,325,84.8,"1,119,350,842","272,485","46,626,350",71.0,"767,399,825","1,312,576","1,505,078,331","4,546,156",2020
Good Good,USHER,2023-08-04,326,84.7,"53,825,007","14,742","9,204,769",59.0,"83,224,436","88,131","89,022,964","1,896,814",2023
Austin,Dasha,2023-11-17,327,84.6,"273,023,490","17,900","169,190,514",87.0,"28,916,868","744,600","2,850,135,008","1,521,087",2023
Search & Rescue,Drake,2023-04-07,329,84.6,"337,858,357","96,709","21,646,810",69.0,"40,938,953","106,645","192,701,225","1,383,076",2023
TULUM,Peso Pluma,2023-06-28,328,84.6,"390,182,196","36,912","13,688,250",74.0,"253,468,644","1,096,644","1,391,833,232","964,306",2023
Shivers,Ed Sheeran,2020-01-01,330,84.4,"1,568,058,093","188,855","77,441,110",77.0,"683,237,554","389,848","1,292,107,474","10,179,048",2020
Coup du marteau,Tam Sir,2023-12-08,331,84.3,"24,933,240","4,241","2,378,348",,"79,219,504","1,800,000","687,729,852","1,245,247",2023
Adderall (Corvette Corvette),Popp Hunna,2020-10-14,332,84.1,"90,383,224","24,868","4,716,437",45.0,"29,836,991","16,892,400","4,082,175,492","759,001",2020
Full Senyum Sayang,Evan Loss,2022-04-28,333,84.0,"18,296,870","1,967","400,655",,"108,892,433","9,893,499","6,334,463,728","24,326",2022
